Atucha 1 Nuclear Power Plant Argentina,Argentina,Operating Fully,-33.9669,-59.20624,357,Pressurized Heavy Water Reactor (PHWR),"Lima, about 160km NW of Buenos Aries, Argentina",National Grid,Nucleoelectrica Argentina SA (NASA),,Government,Siemens-KWU AG,Nucleoelectrica Argentina SA (NASA),,,http://www.iaea.org/programmes/a2/
Dungeness A and B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,50.913340000484,0.96397440033,1230,Please Select,"Kent, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,APC (ATOMIC POWER CONSTRUCTION LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Hartlepool Nuclear Power Plant United Kingdom,United Kingdom,Please Select,54.634077703984,-1.1801377144796,1310,Please Select,"Durham, UK",Please Select,BRITISH ENERGY,,,NPC (NUCLEAR POWER CO. LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Heysham Nuclear Power Plant United Kingdom,United Kingdom,Please Select,54.028501322307,-2.9159604878943,2610,Please Select,"Lancashire, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,NPC (NUCLEAR POWER CO. LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Hinkley Point B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,51.208523466562,-3.1334209442139,1310,Please Select,"Somerset, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,TNPG (THE NUCLEAR POWER GROUP LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Hunterston-B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,55.72041521419,-4.8963832855225,1288,Please Select,"Ayrshire, UK",Please Select,British Energy Group Plc,,,TNPG (THE NUCLEAR POWER GROUP LTD.),BRITISH ENERGY,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Oldbury Nuclear Power Plant United Kingdom (Shutdown),United Kingdom,Decommissioned,51.6485,-2.57085,,Gas Cooled Reactor (GCR),"Gloucesteershire, UK",National Grid,NUCLEAR DECOMMISSIONING AUTHORITY,,,TNPG (THE NUCLEAR POWER GROUP LTD.),BRITISH NUCLEAR FUELS LIMITED,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS)
Sizewell A Nuclear Power Plant UK (Shutdown),United Kingdom,Please Select,52.214434635392,1.6189281299449,,Please Select,"Lieston, Suffolk, UK",Please Select,NUCLEAR DECOMMISSIONING AUTHORITY,,,EE/B&W/T (THE ENGLISH ELECTRIC CO. LTD / BABCOCK & WILCOX CO. / TAYLOR WOODROW CONSTRUCTION,BRITISH NUCLEAR FUELS LIMITED,,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Sizewell B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,52.214514567759,1.6206043554312,1250,Please Select,"Suffolk, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,PPC (PWR POWER PROJECTS),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Torness Nuclear Power Plant United Kingdom,United Kingdom,Please Select,55.967898122483,-2.4085721618143,1364,Please Select,"East Lothian, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,NNC (NATIONAL NUCLEAR CORPORATION),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Wylfa Nuclear Power Plant United Kingdom,United Kingdom,Please Select,53.41673987224,-4.4822274914078,1080,Please Select,"Wales, UK",Please Select,NUCLEAR DECOMMISSIONING AUTHORITY,,,,BRITISH NUCLEAR FUELS LIMITED,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Arkansas Nuclear Power Plant United States of America,United States of America,Please Select,35.310371846484,-93.231446951402,1920,Please Select,"6 MI WNW of Russellville,  Arkansas, USA",Please Select,Alabama Power Co ,100,,"B&W (BABCOCK & WILCOX CO.) for unit 1, CE (COMBUSTION ENGINEERING CO.) for unit 2","Entergy Arkansas, Inc. for unit 1, ENTERGY (ENTERGY NUCLEAR) for unit 2",,,http://www.nrc.gov/info-finder/reactor/
Beaver Valley Nuclear Power Plant United States of America,United States of America,Please Select,40.622966263099,-80.431996922388,1856,Please Select,"17 MI W of McCandless,  Pennsylvania, USA",Please Select,Tennessee Valley Authority ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),FIRST ENERGY NUCLEAR OPERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Braidwood Nuclear Power Plant United States of America,United States of America,Please Select,41.243442477718,-88.229688098981,2453,Please Select,"24 MI SSW of Joilet,  Illinois, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Browns Ferry Nuclear Power Plant United States of America,United States of America,Please Select,34.704870805944,-87.118589833445,3702,Please Select,"Alabama, USA",Please Select,TENNESSEE VALLEY AUTHORITY,,Private,GE (GENERAL ELECTRIC CO.),TENNESSEE VALLEY AUTHORITY,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS database)
Brunswick Nuclear Power Plant United States of America,United States of America,Please Select,33.958457841968,-78.01024027297,1979,Please Select,"2 MI N of Southport,  North Carolina, USA",Please Select,"Progress Energy Carolinas, Inc.",,,GE,"Progress Energy Carolinas, Inc.",,,http://www.nrc.gov/info-finder/reactor/
Byron Nuclear Power Plant United States of America,United States of America,Please Select,42.074360397583,-89.282392438084,2421,Please Select,"17 MI SW of Rockford,  Illinois, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Callaway Nuclear Power Plant United States of America,United States of America,Please Select,38.761646438889,-91.778154373169,1236,Please Select,"10 MI SE of Fulton,  Missouri, USA",Please Select,Union Electric Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),AMERGEN ENERGY GENERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Calvert Cliffs Nuclear Power Plant United States of America,United States of America,Please Select,38.434809268383,-76.441446215849,1827,Please Select,"40 MI S of Annapolis,  Maryland, USA",Please Select,CONSTELLATION Energy Group,,,CE (COMBUSTION ENGINEERING CO.),Calvert Cliffs Nuclear Power Plant Inc.,,,http://www.nrc.gov/info-finder</reactor/
Catawba Nuclear Power Plant United States of America,United States of America,Please Select,35.051617671176,-81.070000863067,2376,Please Select,"6 MI NNW of Rock Hill,  South Carolina, USA",Please Select,CLECO Power LLC ,50,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),DUKE POWER CO.,,,http://www.nrc.gov/info-finder/reactor/
Clinton Nuclear Power Plant United States of America,United States of America,Please Select,40.172233261304,-88.835084438324,1098,Please Select,"6 MI E of Clinton,  Illinois, USA",Please Select,Alabama Power Co ,100,,GE (GENERAL ELECTRIC CO.),Amergen Energy Generating Co.,,,http://www.nrc.gov/info-finder/reactor/
Columbia Nuclear Power Plant United States of America,United States of America,Please Select,46.470982846744,-119.3341797695,1200,Please Select,"12 MI NW of Richland,  Washington, USA",Please Select,Alaska Electric Light&Power Co ,100,,GE (GENERAL ELECTRIC CO.),Energy Northwest,,,http://www.nrc.gov/info-finder/reactor/
Comanche Peak Nuclear Power Plant United States of America,United States of America,Operating Fully,32.29835,-97.78586,2378,Pressurized Water Reactor (PWR),"4 MI N of Glen Rose,  Texas, USA",Regional Grid,Luminant Generation Company LLC,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),"Luminant Generation, a subsidiary of Energy Future Holdings Corporation",,,http://www.nrc.gov/info-finder/reactor/
Cooper Nuclear Power Plant United States of America,United States of America,Please Select,40.361352556289,-95.642946290774,801,Please Select,"23 MI S of Nebraska City,  Nebraska, USA",Please Select,Nevada Irrigation District ,100,,GE (GENERAL ELECTRIC CO.),NPPD (NEBRASKA PUBLIC POWER DISTRICT),,,http://www.nrc.gov/info-finder/reactor/
Davis-Besse Nuclear Power Plant United States of America,United States of America,Please Select,41.596531052188,-83.086947506438,925,Please Select,"21 MI ESE of Toledo,  Ohio, USA",Please Select,Nuclear GenCorp,,,B&W (BABCOCK & WILCOX CO.),FIRST ENERGY NUCLEAR OPERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Diablo Canyon Nuclear Power Plant United States of America,United States of America,Please Select,35.211574758236,-120.85554322965,2300,Please Select,"12 MI WSW of San Luis Obispo,  California, USA",Please Select,Pacific Gas & Electric Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Pacific Gas & Electric Co.,,,http://www.nrc.gov/info-finder/reactor/
Duane Arnold Nuclear Power Plant United States of America,United States of America,Please Select,42.100958052385,-91.778226767041,614,Please Select,"8 MI NW of Cedar Rapids,  Iowa, USA",Please Select,Alabama Power Co ,100,,GE (GENERAL ELECTRIC CO.),FPL ENERGY DUANE ARNOLD,,,http://www.nrc.gov/info-finder/reactor/
Edwin I. Hatch Nuclear Power Plant United States of America,United States of America,Please Select,31.934580933868,-82.34419781057,1819,Please Select,"11 MI N of Baxley,  Georgia, USA",Please Select,Alabama Power Co ,100,,GE (GENERAL ELECTRIC CO.),Southern Nuclear Operating Co.,,,http://www.nrc.gov/info-finder/reactor/
Enrico Fermi Nuclear Power Plant United States of America,United States of America,Please Select,41.963621249174,-83.25808298189,1154,Please Select,"25 MI NE of Toledo, Ohio, USA",Please Select,DETROIT EDISON CO.,,Private,,DETROIT EDISON CO.,,,http://www.nrc.gov/info-finder/reactor/
Fitzpatrick Nuclear Power Plant USA,United States of America,Please Select,43.492,-76.452,882,Please Select,,Please Select,"Entergy Nuclear Operations, Inc.",,Private,,"Entergy Nuclear Operations, Inc.",,,http://www.iaea.org/programmes/a2/   (IAEA PRIS Database)
Fort Calhoun Nuclear Power Plant United States of America,United States of America,Please Select,41.519949813994,-96.078749453989,512,Please Select,"19 MI N of Omaha,  Nebraska, USA",Please Select,Omaha Public Power District,,,,Omaha Public Power District,,,http://www.nrc.gov/info-finder/reactor/
Grand Gulf Nuclear Power Plant United States of America,United States of America,Please Select,32.008343216367,-91.049237381635,1333,Please Select,"25 MI S of Vicksburg,  Mississippi, USA",Please Select,"Systems Energy Resources, Inc",,,GE (GENERAL ELECTRIC CO.),ENTERGY NUCLEAR,,,http://www.nrc.gov/info-finder/reactor/
H. B. Robinson Nuclear Power Plant United States of America,United States of America,Please Select,34.402572173645,-80.158159732819,745,Please Select,"26 MI from Florence,  South Carolina, USA",Please Select,"Progress Energy Carolinas, Inc.",,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Progress Energy Corporation,,,http://www.nrc.gov/info-finder/reactor/
Hope Creek Nuclear Power Plant United States of America,United States of America,Please Select,39.466651759503,-75.536896667789,1139,Please Select,"18 MI SE of Wilmington,  Delaware, USA",Please Select,Alabama Power Co ,100,,GE (GENERAL ELECTRIC CO.),PUBLIC SERVICE ELECTRIC & GAS CO.,,,http://www.nrc.gov/info-finder/reactor/
Indian Point Nuclear Power Plant United States of America,United States of America,Please Select,41.269073663719,-73.952662047035,2127,Please Select,"24 MI N of New York City, New York, USA",Please Select,ENTERGY NUCLEAR GENERATION CO.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),ENTERGY NUCLEAR,,,http://www.nrc.gov/info-finder/reactor/
Joseph M. Farley Nuclear Power Plant United States of America,United States of America,Please Select,31.223255900437,-85.111737871195,1800,Please Select,"Alabama, USA",Please Select,Alabama Power Co ,100,,"WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS) for units 1 and 2, DHICKAEC (DOOSAN HEAVY INDUSTRIES & CONSTRUCTION CO.LTD./KOREA ATOMICENERGY RESE",ALP (ALABAMA POWER CO.),,,http://www.iaea.org/programmes/a2/ (IAEA PRIS database)
Kewaunee Nuclear Power Plant United States of America,United States of America,Please Select,44.342419673668,-87.536959648132,581,Please Select,"27 MI E of Green Bay,  Wisconsin, USA",Please Select,Alaska Electric Light&Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),DOMINION ENERGY KEWAUNEE,,,http://www.nrc.gov/info-finder/reactor/
LaSalle Nuclear Power Plant United States of America,United States of America,Please Select,41.245519138109,-88.668795290435,2356,Please Select,"11 MI SE of Ottawa,  Illinois, USA",Please Select,Alabama Power Co ,100,,,Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Limerick Nuclear Power Plant United States of America,United States of America,Please Select,40.226889860367,-75.587633402707,2388,Please Select,"21 MI NW of Philadelphia,  Pennsylvania, USA",Please Select,Tennessee Valley Authority ,100,,GE (GENERAL ELECTRIC CO.),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
McGuire Nuclear Power Plant United States of America,United States of America,Please Select,35.432546180702,-80.947777898856,2316,Please Select,"17 MI NW of Charlotte,  North Carolina, USA",Please Select,DUKE ENERGY CORP.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),DUKE POWER CO.,,,http://www.nrc.gov/info-finder/reactor/
Millstone Nuclear Power Plant United States of America,United States of America,Please Select,41.310903718333,-72.168238387967,2163,Please Select,"3.2 MI WSW of New London, Connecticut, USA",Please Select,Alabama Power Co ,100,,"CE (COMBUSTION ENGINEERING CO.) for unit 2, WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS) for unit 3",Dominion Virginia Power,,,http://www.nrc.gov/info-finder/reactor/
Monticello Nuclear Power Plant United States of America,United States of America,Please Select,45.333433531707,-93.846781404692,600,Please Select,"30 MI NW of Minneapolis,  Minnesota, USA",Please Select,Madelia City of ,100,,GE (GENERAL ELECTRIC CO.),Northern States Power Co.,,,http://www.nrc.gov/info-finder/reactor/
North Anna Nuclear Power Plant United States of America,United States of America,Please Select,38.059565338317,-77.793217666195,1931,Please Select,"40 MI NW of Richmond,  Virginia, USA",Please Select,Hastings City of ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),VIRGINIA ELECTRIC POWER CO.,,,http://www.nrc.gov/info-finder/reactor/
Oconee Nuclear Power Plant United States of America,United States of America,Please Select,34.793828854076,-82.895417120105,2673,Please Select,"30 MI W of Greenville,  South Carolina, USA",Please Select,Alabama Electric Coop Inc ,100,,B&W (BABCOCK & WILCOX CO.),DUKE POWER CO.,,,http://www.nrc.gov/info-finder/reactor/
Oyster Creek Nuclear Power Plant United States of America,United States of America,Operating Fully,39.81398,-74.20614,652,Boiling Water Reactor (BWR),"9 MI S of Toms River,  New Jersey, USA",Regional Grid,Exelon Corporation,100,,GE (GENERAL ELECTRIC CO.),Exelon Corporation,,,http://www.nrc.gov/info-finder/reactor/
Palo Verde Nuclear Power Plant United States of America,United States of America,Please Select,33.387960762491,-112.86403105734,4174,Please Select,"Palo Verde, Arizona, USA",Please Select,Alabama Power Co ,100,,CE (COMBUSTION ENGINEERING CO.),ARIZONA PUBLIC SERVICE CO.,,,http://www.nrc.gov/info-finder/reactor/
Peach Bottom Nuclear Power Plant United States of America,United States of America,Please Select,39.762498624388,-76.26992225647,2342,Please Select,"17.9 MI S of Lancaster,  Pennsylvania, USA",Please Select,Tennessee Valley Authority ,100,,GE (GENERAL ELECTRIC CO.),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Perry Nuclear Power Plant United States of America,United States of America,Please Select,41.80054869598,-81.143594603759,1303,Please Select,"7 MI NE of Painesville,  Ohio, USA",Please Select,Nuclear GenCorp,,,GE (GENERAL ELECTRIC CO.),FIRST ENERGY NUCLEAR OPERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Pilgrim Nuclear Power Plant United States of America,United States of America,Please Select,41.944011567337,-70.577815373907,711,Please Select,"4 MI SE of Plymouth,  Massachusetts, USA",Please Select,Alabama Power Co ,73.4022,,GE (GENERAL ELECTRIC CO.),ENTERGY NUCLEAR GENERATION CO.,,,http://www.nrc.gov/info-finder/reactor/
Point Beach Nuclear Power Plant United States of America,United States of America,Please Select,44.281388729759,-87.537557593194,1086,Please Select,"13 MI NNW of Manitowoc,  Wisconsin, USA",Please Select,WISCONSIN ELECTRIC POWER CO,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),WISCONSIN ELECTRIC POWER CO,,,http://www.nrc.gov/info-finder/reactor/
Prairie Island Nuclear Power Plant United States of America,United States of America,Please Select,44.621954532837,-92.633096661387,1110,Please Select,"28 MI SE of Minneapolis,  Minnesota, USA",Please Select,Northern States Power Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Northern States Power Co.,,,http://www.nrc.gov/info-finder/reactor/
R.E. Ginna Nuclear Power Plant United States of America,United States of America,Please Select,43.277515456184,-77.309571381757,608,Please Select,"20 MI NE of Rochester, New York, USA",Please Select,USCE-Mobile District ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),CCNPP (Calvert Cliffs Nuclear Power Plant Inc.),,,http://www.nrc.gov/info-finder/reactor/
River Bend Nuclear Power Plant United States of America,United States of America,Please Select,30.727201018551,-91.369143932063,1036,Please Select,"24 MI NNW of Baton Rouge,  Louisiana, USA",Please Select,ENTERGY GULF States INC.,,,GE (GENERAL ELECTRIC CO.),ENTERGY GULF States INC.,,,http://www.nrc.gov/info-finder/reactor/
Saint Lucie Nuclear Power Plant United States of America,United States of America,Please Select,27.348591324513,-80.246413988763,1766,Please Select,"12 MI SE of Ft. Pierce,  Florida, USA",Please Select,Alabama Power Co ,100,,,Florida Power and Light Co.,,,http://www.nrc.gov/info-finder/reactor/
Salem Nuclear Power Plant United States of America,United States of America,Please Select,39.462406554803,-75.53500065318,2398,Please Select,"18 MI S of Wilmington,  Delaware, USA",Please Select,El Paso Electric Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),"PSEGPOWR (PSEG Power, Inc.)",,,http://www.nrc.gov/info-finder/reactor/
San Onofre Nuclear Power Plant United States of America,United States of America,Please Select,33.368810956577,-117.55508165633,2254,Please Select,"4 MI SE of San Clemente,  California, USA",Please Select,Southern California Edison Co.,,,CE (COMBUSTION ENGINEERING CO.),Southern California Edison Co.,,,http://www.nrc.gov/info-finder/reactor/
Seabrook Nuclear Power Plant United States of America,United States of America,Please Select,42.898488237163,-70.850961463596,1296,Please Select,"13 MI S of Portsmouth,  New Hampshire, USA",Please Select,,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),FPL (FLORIDA POWER & LIGHT CO.)/Li>,,,http://www.nrc.gov/info-finder/reactor/
Sequoyah Nuclear Power Plant United States of America,United States of America,Please Select,35.226205272162,-85.090570049196,2442,Please Select,"9.5 MI NE of Chattanooga,  Tennessee, USA",Please Select,Alabama Electric Coop Inc ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),TENNESSEE VALLEY AUTHORITY,,,http://www.nrc.gov/info-finder/reactor/
Surry Nuclear Power Plant United States of America,United States of America,Please Select,37.165942382305,-76.697036932821,1696,Please Select,"17 MI NW of Newport News,  Virginia, USA",Please Select,Virginia Electric and Power Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Virginia Electric and Power Co.,,,http://www.nrc.gov/info-finder/reactor/
Susquehanna Nuclear Power Plant United States of America,United States of America,Please Select,41.091414040773,-76.147193723925,2403,Please Select,"7 MI NE of Berwick,  Pennsylvania, USA",Please Select,Tennessee Valley Authority ,100,,GE (GENERAL ELECTRIC CO.),PENNSYLVANIA POWER & LIGHT CO.,,,http://www.nrc.gov/info-finder/reactor/
Three Mile Island I Nuclear Power Plant United States of America,United States of America,Operating Fully,40.154,-76.7249,837,Pressurized Water Reactor (PWR),"10 MI SE of Harrisburg,  PA,  Pennsylvania, USA",Regional Grid,Tennessee Valley Authority,100,,B&W (BABCOCK & WILCOX CO.),"AmerGen Energy Co., LLC",,,http://www.nrc.gov/info-finder/reactor/
Turkey Point Nuclear Power Plant United States of America,United States of America,Please Select,25.434833801624,-80.331005288927,1458,Please Select,"25 MI S of Miami,  Florida, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Florida Power and Light Co.,,,http://www.nrc.gov/info-finder/reactor/
Vermont Yankee Nuclear Power Plant United States of America,United States of America,Please Select,42.778772103021,-72.513101676843,650,Please Select,"5 MI S of Battleboro,  Vermont, USA",Please Select,Grand Island City of ,100,,GE (GENERAL ELECTRIC CO.),ENTERGY NUCLEAR,,,http://www.nrc.gov/info-finder/reactor/
Virgil C. Summer Nuclear Power Plant United States of America,United States of America,Please Select,34.298404662336,-81.315480264656,1003,Please Select,"26 MI NW of Columbia,  South Carolina, USA",Please Select,East Kentucky Power Coop Inc ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),SOUTH CAROLINA ELECTRIC & GAS CO.,,,http://www.nrc.gov/info-finder/reactor/
Vogtle Nuclear Power Plant United States of America,United States of America,Please Select,33.141826042538,-81.762053345103,2405,Please Select,"26 MI SE of Augusta, Georgia, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Southern Nuclear Operating Co.,,,http://www.nrc.gov/info-finder/reactor/
Waterford Nuclear Power Plant United States of America,United States of America,Please Select,29.986146748436,-90.447858977398,1200,Please Select,"20 MI W of New Orleans,  Louisiana, USA",Please Select,ENTERGY NUCLEAR GENERATION CO.,,,CE (COMBUSTION ENGINEERING CO.),ENTERGY NUCLEAR,,,http://www.nrc.gov/info-finder/reactor/
Watts Bar Nuclear Power Plant United States of America,United States of America,Please Select,35.602411087743,-84.787933101719,1202,Please Select,"10 MI S of Spring City,  Tennessee, USA",Please Select,Alabama Electric Coop Inc ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),TENNESSEE VALLEY AUTHORITY,,,http://www.nrc.gov/info-finder/reactor/
Wolf Creek Nuclear Power Plant United States of America,United States of America,Please Select,38.239336829217,-95.688472911688,1213,Please Select,"3.5 MI NE of Burlington, Kansas, USA",Please Select,Kansas Gas and Electric Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Kansas Gas and Electric Co.,,,http://www.nrc.gov/info-finder/reactor/
